fa_0000|۱۴ م ژوئن است.
fa_1909|هر یک چندین زبان خارجی بلد بودند
fa_1910|جنسیت شما ، نژاد شما ، قومیت شما ، مذهب شما ، معلولیت شما
fa_1911|‏جنگ صلح است
fa_1912|جوانان نمی‌خواهند که روی مزرعه یا مناطق روستایی باشند
fa_1913|هشتاد و چهار ، هشتاد و پنج ، هشتاد و شش .
fa_1914|کارگرهاش دارن خونه‌ی منو خراب می‌کنن
fa_1915|کار ما به عنوان هم‌پیمان این است که ریزخشونت‌ها را بشناسیم و انجامشان ندهیم
fa_1916|هشتاد و یک ، هشتاد و دو ، هشتاد و سه .
fa_1917|هفتاد و چهار ، هفتاد و پنج ، هفتاد و شش .
fa_1918|امیرعدنان
fa_1919|امیرفخر
fa_1920|امیرفضل‌الله
fa_1921|چاپ و نشر مقالات دروغ در نشریات معتبر
fa_1922|هلوها کی می‌رسند ؟
fa_1923|کاش زندگی مثل یه خواب بود قابل بازگشت و قابل کنترل .
fa_1924|همانطور که ملاحظه می‌کنید ، خیلی زمانبر بود
fa_1925|همان مقاله‌ای که در ۱۹۸۳ در هند چاپ‌شده بود
fa_1926|‏کاشیما خوب انتقام باخت به سایپا تو جام حذفی رو گرفت
fa_1927|چرا اینا تموم نمیشن تو رو خدا پاکشون کنین
fa_1928|همچنین ، سازمان جهانی بهداشت در ژنو
fa_1929|هم‌چنین شعر کمدی و موسیقی نی و گیتار
fa_1930|هم‌چنین می‌گوید وضع قصیده مانند وضع نقاشیی است
fa_1931|چرا باتمام آزادی که تو اون کشورها هست بازم تجاوز میشه ؟
fa_1932|امین‌الله
fa_1933|کامپایلرها و کتاب‌خانهٔ اصلی نیز از اجزای سیستم‌عامل گنو هستند
fa_1934|کامپیوتر دارید ؟
fa_1935|امین‌سجاد
fa_1936|همسایه ساختمون بغلیمون ، یه آقای بسیار مودب و آقاست
fa_1937|همسایه من بسیار پرسروصدا است .
fa_1938|انتشار محتویات جدید
fa_1939|چون بری فشار آورد ، و در این روند ۳۰۰ میلیون دلار کاسب شد
fa_1940|چرا داری او را سوسول بار می‌آوری ؟
fa_1941|همش سرش با کارای خل چلی ش گرمه
fa_1942|همه از قضیه باخبر میشن
fa_1943|همه‌اش تو فکرتم منو طلسم کردی
fa_1944|ان‌چه من توانستم از او ببینم رنگ لباسش بود که بنفش کم‌رنگ بود
fa_1945|همه اهل محل چشم به راهن که ببینن اقاعلی رو .
fa_1946|کتلت در چند شهر کشور مجسمه دارد
fa_1947|چراغ‌ها کجاست ؟
fa_1948|همه تغییر دهند ، لطفا .
fa_1949|انسان ، بنابه تحقیقات ، خود را دست بالا می‌گیرد
fa_1950|کجا ، تشریف داشته باشین دیگه
fa_1951|انعکاس مثبت دهید و اعتبار ببخشید
fa_1952|انقد خوبه میخوام مریض شم
fa_1953|همه دارن میرن منم اگه نرم پشیمانی اش رو دلم می‌مونه
fa_1954|انگلیسی‌ها دارن میان ؟
fa_1955|همه کس‌و‌کارش خارجن .
fa_1956|مسئله چیز دیگس .
fa_1957|کجا می‌توانم نقشه مترو پیدا کنم ؟
fa_1958|اهداف امیدوارکننده اجتماعی و اقتصادی را بطور جدی در نظامی حیات‌پذیر بر روی زمین دنبال می‌کندمردم خشمناک هستند
fa_1959|همونی که با بیرون اومدنش به روزهای سرد پاییزیمون گرما می‌بخشه ،
fa_1960|همونی که بهش چپ چپ نگاه می‌کردی .
fa_1961|اهل کدام کشوری ؟
fa_1962|همیشه بهش ماساژ میدادم
fa_1963|او آرژول دوست ندارد .
fa_1964|او اینجا نیست .
fa_1965|چطور به لژ برسم ؟
fa_1966|او با دوست دخترش زندگی می‌کند .
fa_1967|همین بیانیه ، جایگاه گنو را پیش از انتشار لینوکس به روشنی نشان می‌دهد
fa_1968|او بعد از زور زدن‌ها و عرق ریختن‌های زیاد بالاخره موفق شد
fa_1969|او به طور پیوسته کار با کیفیت بالا تولید می‌کند .
fa_1970|کژ نشستن و راست گفت
fa_1971|او پرسید : چرا گلدانهای نقش ‏دار و‎ ‎گلدانهای ساده یک قیمت هستند ؟
fa_1972|او پای گریپ فروت با بستنی می‌خورد .
fa_1973|او پیاده روی دوست دارد .
fa_1974|کسب و کاری که ارزش آن در حدود سه میلیون دلار در سال است
fa_1975|کسی جلو نیاد خون جلو چشامو گرفته .
fa_1976|او چه شکلی است ؟
fa_1977|او چه نوع فردی است ؟
fa_1978|کسی که به عنوان دوست با او حرف بزنند
fa_1979|کسی یک فنجان چای می‌خواهد ؟
fa_1980|هنوز نوشیدنی سرو می‌کنید ؟
fa_1981|کفش‌هایتان را درآورید .
fa_1982|کلاژ یا تکه‌چسبانى
fa_1983|چگونه با کسى که در گهواره و کودک است سخن بگوییم ؟
fa_1984|او در یک جلسه است .
fa_1985|کلکسیون متنوع از مردان خوشپوش و خوش چهره
fa_1986|درباره‌‌اش فکر می‌کنم .
fa_1987|چگونه دلت می‌آید که این لباس زیبا را بکنی و به میان خاک و گل بیندازی ؟
fa_1988|چگونه می‌توان از خود در برابر بیماری‌های جنسی بیشتر مراقبت کرد ؟
fa_1989|هویج پلو
fa_1990|کلوپ تکمیل است .
fa_1991|هویج‌ها کجا هستند ؟
fa_1992|او را با منطق کلیسایی آزار می‌دادند
fa_1993|کلومفین و چند قلوزایی
fa_1994|کلی از سگامو همینطوری از دست دادم
fa_1995|چنانچه قسم یاد کرد که من دیگر حرفی ندارم
fa_1996|چند اتاق خواب می‌‌خواهید ؟
fa_1997|هیچ اتاق ویژه‌ای برای افراد معلول داریدژ ؟
fa_1998|او سخنگوی زبان روسی در دانشگاه آکسفورد است .
fa_1999|کم کم عادت کردم به فضا و وقتی به خودم اومدم دیدم یک ماه از دانشگاه گذشته
fa_2000|کم کم عادت کردم به فضا و وقتی به خودم اومدم دیدم یکماه از دانشگاه گذشته
fa_2001|کمکم کن که به اون چیزی که قسمتمه قانع باشم و بتونم به زندگیم ادامه بدم
fa_2002|او سوپ سبزیجات آسیایی می‌خورد .
fa_2003|او سوپ حبوبات دوست دارد .
fa_2004|هیچ باری را ثبت می‌کنید ؟
fa_2005|هیچ بالشتی وجود دارد ؟
fa_2006|هیچ برس لباس دارید ؟
fa_2007|هیچ بروشوری برای جاذبه‌های محلی دارید ؟
fa_2008|هیچ بروشوری درباره سوئیس دارید ؟
fa_2009|کمی بزرگ‌تر شود و اگر خودش خواست و دوست داشت ، به انتخاب خودش برایش می‌خرم
fa_2010|هیچ بلیطی برای آن فیلم موجود است ؟
fa_2011|اوضاع چه طور است ؟
fa_2012|هیچ بلیطی برای بالکنی دارید ؟
fa_2013|هیچ پولی ندارم .
fa_2014|او عنوان می‌کرد هدف و استراتژی ما همیشه این بود که
fa_2015|هیچ تجربه‌ای دارید ؟
fa_2016|هیچ توری وجود دارد ؟
fa_2017|چندلر هم اصلا نمی‌فهمه
fa_2018|او فردی کنجکاو است .
fa_2019|او فلفل سفید را ترجیح می‌دهد .
fa_2020|چنگال زیر میز است .
fa_2021|کمی فشار بر سرمایه‌گذاران آگاه لازم است
fa_2022|هیچ چیزی برای اعلام کردن ؟
fa_2023|هیچ چیزی برای سرماخوردگی توصیه می‌کنید ؟
fa_2024|هیچ چیزی برای گلو درد دارید ؟
fa_2025|او کرپ دوست دارد .
fa_2026|هیچ چیزی نیاز دارید ؟
fa_2027|هیچ حساسیتی دارید ؟
fa_2028|هیچ دائره المعارف دیکشنری دارید ؟
fa_2029|هیچ دانه قهوه دارید ؟
fa_2030|هیچدوم .
fa_2031|او گفت آنجا به نظر مانند یک زندان امنیتی کوچک بود
fa_2032|هیچ رنگ دیگری از آن دارید ؟
fa_2033|هیچ شخصی نیست که به فرد دیگری آسیب برساند
fa_2034|هیچ شیر سویا دارید ؟
fa_2035|هیچ ظروف آشپزخانه وجود دارد ؟
fa_2036|هیچ ظروف نقره‌ای با آن طرح دارید ؟
fa_2037|هیچ غذا یا نوشیدنی می‌خواهید ؟
fa_2038|هیچ قهوه یا دسر میل دارید ؟
fa_2039|چه تعداد شرکت کننده آنجا هستند ؟
fa_2040|که برات کد تخفیف بفرستم
fa_2041|اول ، ما تماسهایی از سازمانها دریافت کردیم
fa_2042|که بر پایه ویژگی‌هایی همچون سن ، ناتوانی ، و قومیت است
fa_2043|که بنظر میرسه درد داره
fa_2044|چه جوری فهمیدی جوون بوداز پشت پنجره ؟
fa_2045|اولی گفت : به مقدار ۱۰ قطعه طلا به این شخص قرض دادم تا در وقت امکان به من برگرداند
fa_2046|اولی گفت : به مقدار ده قطعه طلا به این شخص قرض دادم تا در وقت امکان به من برگرداند
fa_2047|که به تعضیف و خلق ناپایداری‌های ژئوپلیتک منجر می‌شود
fa_2048|که به ما امکان تحقق اهداف توسعه پایدار مثل جنسیت ، نابرابری توسعه اقتصادی و شهری را بدهد
fa_2049|اولین خیابان سمت چپ تان بپیچید .
fa_2050|هیچ گروه مورد علاقه‌ای داری ؟
fa_2051|اولین قدم این است که با جزئیات اقرار کنید که چکار کرده‌اید
fa_2052|که تنها راه برای برگردان بدترین اثرات گرمایش زمین است
fa_2053|اولین مدل فروش اینه که برید و نقدى کل پول ماشین رو بدید به نمایندگی و ماشینو درجا تحویل بگیرید
fa_2054|اولین مقاله من چاپ شده
fa_2055|هیچ گل مینا دارید ؟
fa_2056|هیچ مایونز ی دارید ؟
fa_2057|هیچ مسافرخانه‌ای وجود دارد ؟
fa_2058|هیچ مغازه محلی وجود دارد ؟
fa_2059|هی ، چه تابلو آب قشنگی
fa_2060|او مسئولیت را به خوبی مدیریت می‌کند .
fa_2061|چه روز قشنگی !
fa_2062|او مطلقه است .
fa_2063|هیچ وقت زیر قولت نزن من از آدمای بدقول بدم می‌یاد
fa_2064|او موی مشکی و چشم‌های سبز دارد .
fa_2065|او می‌گوید اولین عملیاتش احداث یک فاحشه‌خانه در آلمان شرقی بود
fa_2066|که ما با واقعیت قطع رابطه کنیم و منظورشان از حقیقت شعر بود
fa_2067|که ما را بر ایجاد برون‌یابی‌ها قادر ساخته تا شبیه‌سازیهایی برای پیش‌بینی آینده بسازیم
fa_2068|هیچی دوستش در قوطی رو باز می‌کنه می‌بینه اقا موشه زل زده بهش .
fa_2069|که موجب صرف زمان بسیار بیشتری می‌شود
fa_2070|که می‌تواند از توانایی سیستم زمین برای مهیاسازی رفاه اجتماعی و اقتصادی دور کند
fa_2071|که می‌توانید بعنوان سند نگه‌دارید تا رسیدن زمان مناسب ، یا در همان وقت تسلیم رییس خود کنید
fa_2072|هی سالاد و نوشابه می‌خوری تا غذا برسه
fa_2073|اون ایده رایج قرص خوردن ، کشتن چیزی و خلاص ، محدودیت‌های جدی داره
fa_2074|که هماهنگ‌کننده بسیاری از فعالیت‌ها در سطح بین‌المللی است
fa_2075|که هیچ وقت این رو نگین
fa_2076|اون بچه پیشش چیکار می‌کنه ؟
fa_2077|که یکی از نمونه‌های قابل تحسین صعود هفتاد و شش پله‌ای تیم ملی والیبال زنان ایران در رنکینگ جدیداست
fa_2078|هی می‌خواستم باهاش حرف بزنم نمی‌تونستم
fa_2079|چه کاری دوست داری در اوقات فراغتت انجام دهی ؟
fa_2080|اون جورابش رو انداخت ؟
fa_2081|وا خدا مرگم بده چطور شده مگه مونس جون ؟
fa_2082|اون خواب قبل ، که بی خوابی‌های بعد رو جبران نمیکنه
fa_2083|کیسه‌اى حاوی دوده
fa_2084|و ادامه داشت تا افسران نیروی دریایی اسلحه کشیدند و عملیات به پایان رسید
fa_2085|و ادعای خرید کودکان از آمریکای جنوبی توسط ثروتمندان آمریکایی
fa_2086|واردات رب گوجه از افغانستان
fa_2087|کیپ تاون
fa_2088|کیپ ورد
fa_2089|اون دینا هستش نه جینا
fa_2090|چهل و چهار ، چهل و پنج ، چهل و شش .
fa_2091|چهل و یک ، چهل و دو ، چهل و سه .
fa_2092|و از کمک خواستن از هم‌تیمی‌هایشان دست می‌کشند
fa_2093|واژه عربی « اقتصاد » ، از خاطرم می‌رود
fa_2094|اون قدر خوشحال بودم که اون خواب واقعی نیست که باعث شد قدر اون چیزی که دارم رو بدونم
fa_2095|‏واسه هالوین میخوام مقنعه سبز و چادر سر کنم با باتوم برم بیرون
fa_2096|کینگزتاون
fa_2097|گاراژ می‌خواهید ؟
fa_2098|گاه و بیگاه درد می‌کند .
fa_2099|اون موقع تنها راه اوردنش از اتیوپی بود
fa_2100|واقعا بر روی یک درصد افزایش درآمد سالانه متفق باشیم
fa_2101|گاهی هم به یک قصه تاریخی مشخص که شاعری
fa_2102|واقعا حالم بهم می‌خوره
fa_2103|واقعا مچ پام آسیب دیده
fa_2104|واقعیت اینه که همه باید انگلیسی رو در حد معقولی بلد باشیم .
fa_2105|اون یکی شبیه لاک پشته
fa_2106|چه نوع شرابی دارید ؟
fa_2107|گروه خونی من او مثبت است .
fa_2108|چوب چوگان من ور دیدی ؟
fa_2109|چوب گردگیری نیاز دارم .
fa_2110|گر یک نفست ز زندگانی گذرد مگذار که جز به شادمانی گذرد
fa_2111|گزارش‌های این کارگروه به دست وزیر خارجه رسید و او این گزارش‌های را به میخائیل گورباچوف داد
fa_2112|و او فرضیه‌ای داشت که رفتارهای بی‌ادبانهٔ کوچک می‌توانند به مشکلات بزرگتری ختم شوند
fa_2113|و اون خم شد تا یه بسته برداره
fa_2114|چون چارلز همیشه همراه سگ‌های با وفای خود می‌باشد
fa_2115|وای ، اونجا رو نگاه کن
fa_2116|او هویج و نخود پخته شده می‌خورد .
fa_2117|چون روغن موم بو میده ؟
fa_2118|او ورم دارد .
fa_2119|او وکیل است .
fa_2120|چون عملکرد شاهدان هم کاهش پیدا کرد ، و نه فقط به میزان جزئی ، بلکه کاملا چشمگیر
fa_2121|چون مایعات گرم خیلی موثر است
fa_2122|او یک کنگستر اصیل قدیمی وال استریت است ، حالا در ۷۰ سالگی عاشق چیپس ترتیلای دوریتو و پول درآوردن است
fa_2123|چون مردم شما را به عنوان یک شخص مهم ترکیب منحصربه فردی از دو ویژگی کلیدی می‌بینند
fa_2124|و این آب فایده‌ای ندارد !
fa_2125|و این اتفاق نه فقط وقتی بی‌ادبی را تجربه می‌کنیم یا شاهد آن هستیم رخ می‌دهد
fa_2126|و این اب فایده‌ای ندارد !
fa_2127|چی باعث شد این همه سال
fa_2128|چی بگم مثل پیاز می‌مونه معلوم نیست پشت رو روش !
fa_2129|چی بگم والا از خدا که پنهون نیست از شما چه پنهونه ، دنبال یه دختر خوبم براش .
fa_2130|رفیق ، نه ، من فقط اسلاید می‌سازم
fa_2131|و با میلیون‌ها وسیله همچون ماشین‌ها ، کنتور‌های انرژی و حتی جاروبرقی
fa_2132|گنو یک کامپایلر نیست ، بخشی از آن یک مجموعه کامپایلر است .
fa_2133|و برخی از اخبار خوب نیز وجود دارد
fa_2134|وب‌سایتی دارد که حاوی اطلاعات به‌روز است
fa_2135|چیزی که مساله را سخت‌تر هم می‌کند آنکه ، اغلب تنها گواه آنچه بر ما رفته‌است ، خاطرات ما هستند
fa_2136|چیزی که مشکل دارد به رخ کشیدن این چیزها است .
fa_2137|و به سوالاتی پاسخ دهند که چگونه عکس‌العمل نشان داده‌اند
fa_2138|گوگله کرد
fa_2139|گویندگان این جمله ، سیستم‌عامل گنو را با پروژهٔ گنو اشتباه گرفته‌اند
fa_2140|گویندگان این جمله ، سیستم‌عامل گنو را با پروژهٔ گنو اشتباه گرفته‌اند .
fa_2141|ایشون پاسخ جالبی می‌ده به این سوال که چرا نمیشه خلاص شد
fa_2142|ای فرزند من نصیحت پدر خود را بشنو و تعالیم مادرت را فراموش مکن
fa_2143|و تقصیر ریچل هم نیستش
fa_2144|گیت یک کجاست ؟
fa_2145|گیک بودن یعنی داشتن دانش فنی عمیق یا علاقه و آمادگی به کسب آن .
fa_2146|ای گفتی نه قم خوبه نه کاشون ، لعنت به هردوتاشون .
fa_2147|لائوس
fa_2148|و جیمز کامرون کارگردان فیلم‌های تاتیتانیک و آواتار
fa_2149|و چارچوب مرز سیاره‌ای از سوی جامعه علمی در سال ۲۰۰۹ معرفی شد تا دقیقا همین کار را کند
fa_2150|و چیزی که ما فهمیدیم واقعا غافلگیرکننده بود
fa_2151|حاج اقای ما می‌گه اونای که مهم بودن و درجه دار تو جنگ ، زود ازاد شدن
fa_2152|لای این جمع باکلاس غریبم
fa_2153|این اتوبوس در برج ایفل توقف می‌کند ؟
fa_2154|لپ‌تاپتان را ببندید ، موبایل‌هایتان را بگذارید و توجه کنید
fa_2155|حالا باید برام بخونی
fa_2156|لحظه وقوع زلزله در یکی از فروشگاه‌های شهر اسلام آبادغرب کرمانشاه
fa_2157|حالا به کینگ کراس لندن نزدیک می‌شویم .
fa_2158|حالا توی دلش قنداب می‌شه‌ها .
fa_2159|و در آخرین لحظات خستگی موجب عدم درک مطالب شد
fa_2160|و در تحقیق دیگری در یک گروه کوچک ، ما تاثیر توهین محض به یکی از اعضای گروه را بررسی کردیم
fa_2161|این اسلاید چارچوب ۹ فرآیند زیست‌محیطی را کاملا نشان می‌دهد
fa_2162|این امر ، ارث پدر معنوی لینوکس یعنی یونیکس است .
fa_2163|حالا ، مثل یک استاد خوب ، برای شما مشق شب دارم
fa_2164|و در مورد آن تعداد اندک خوش شانس در مدرسه ؟
fa_2165|این ایستگاه چیست ؟
fa_2166|لطفا به من ماساژ صورت بدهید .
fa_2167|حال او چطور است ؟
fa_2168|لطفا تمام بار و وسایل شخصی تان را پیش خود نگه دارید .
fa_2169|این بدان معناست که همه تاریخچه قرار ملاقات شما و یا هر چیزی که با هم مرتبط است
fa_2170|حالت تهوع دارم .
fa_2171|لطفا در گوشه توقف کنید .
fa_2172|لطفا رزومه پیوست شده را ببینید .
fa_2173|و زنگ خطر را برای آینده‌شان به صدا می‌آورند
fa_2174|این به دلیل سمبل‌های آنها نیست
fa_2175|حالم از کلمه دلار و اخبار مربوط به دلار به هم می‌خوره دیگه
fa_2176|وزیر پاسخ داد : پادشاه عزیز مگر نمیبینید ؟
fa_2177|حاملگی هزینه‌ بیولوژیکی سنگینی را به بدن ما تحمیل می‌کند
fa_2178|وسایلت رو بردار بریم استخر !
fa_2179|این پسر او است .
fa_2180|حتما برات اتفاق میافته
fa_2181|و سرمایه‌گذارانشان ، پیر و جوان ، شمال و جنوب
fa_2182|این پنج شنبه تعطیلات است .
fa_2183|لطفا لاستیک‌ها را پمپ کنید .
fa_2184|لطفا لپ تاپ تان را از کیفش دربیاورید .
fa_2185|این تراژدی است ؟
fa_2186|حتی بعد از مرگت هم باعث افتخاری ، پیروزیت رو تبریک میگم قهرمان
fa_2187|این تنظیم را حین خرید از فروشنده بخواهید .
fa_2188|وضعیت شما ،
fa_2189|‏وضعیت گروه « استقلال » و گروه « پرسپولیس » تو لیگ قهرمانان آسیا ۲۰۱۹
fa_2190|‏وضعیتم جوریه که یک قدم با سرچ کردن کوس ایرانی در گوگل فاصله دارم
fa_2191|وضعیت هوا رو تو دفتر روزانه‌ی بالن وارد کنین
fa_2192|اینجا آب سرد ندارین ؟
fa_2193|این جلف بازیا رو بزار کنار به فکر یه لقمه نون باش .
fa_2194|لطفا یک تاکسی برای من سفارش دهید .
fa_2195|لطفا یک چاقو به من بدهید .
fa_2196|حراست ازم پرسید همیشه تو محوطه سیگار میکشی ؟
fa_2197|و فکرش مشغوله و اون یه ذره اخلاقی هم که داشت پرکشید و رفت
fa_2198|حرف دیگه .
fa_2199|لطفا یک گزارش سرقت پر کنید .
fa_2200|اینجا توقف کنید ، لطفا !
fa_2201|وقت آن رسیده که از آزار و تبعیض گزارش به آن‌هایی ببریم که می‌توانند این نابسامانی را درست کنند
fa_2202|لطفا یک نقشه اینجا بکشید .
fa_2203|حرف‌هایی که تو قوطی هیچ عطاری پیدا نمی‌شه اینه که امریکااینقدر پیشرفت کرده
fa_2204|وقتی او را بازداشت کردم روی پل از اسب به زمین افتاده و می‌نالید
fa_2205|وقتی بزرگ شدم می‌خوام همونجایی که اون داره میره ، برم
fa_2206|حشراتی در اتاق من وجود دارند .
fa_2207|وقتی تو رفتی ، مثل اینه که من در یک لحظه از زمان منجمد شدم
fa_2208|لیست نرخ‌های خود را به من نشان دهید ، لطفا .
fa_2209|‏وقتی تو مجلس زنونه میگن داماد داره میاد
fa_2210|لیگ قهرمانان آسیا
fa_2211|‏وقتی حروف صدا دار رو توی فینگلیش نوشتن تایپ نمیکنید
fa_2212|وقتی صبح جمعه با رفیقات قرار کوه میذاری
fa_2213|وقتی عربی تو کنکور منفی زدم فهمیدم ک اعراب هیچی نتونستن بهم بیاموزند
fa_2214|اینجوری مجبور نیستی فقط به چشمات اکتفا کنی
fa_2215|مائده برهانی به عنوان کاپیتان تیم ملی که قبلا سابقه بازی در سوپرلیگ بلغارستان را داشت
fa_2216|این چند روزه باید به طرز وحشتناکی نقش یه آدم شاد و خوشحال رو بازی کنم
fa_2217|این چند وقت بحث زیادی در مورد لینوکس و ویندوز در گرفته .
fa_2218|وقتی قورت می‌دهید درد می‌گیرد ؟
fa_2219|« حمل کردن یک ویژگی » ؟
fa_2220|‏ما ازدواج کنیم بچمون نهایت شبیه علیرضا خمسه میشه
fa_2221|در آن لحظه ، چیپ فهمید عمیقا در دردسر افتاده
fa_2222|‏وقتی که عینکمو از چشام برمیدارم ، دقیقن اینجوری محیط اطرافمو میبینم
fa_2223|وقتی که ناگهان کارمان را از دست می‌دهیم و تلفن دیگر زنگ نمی‌خورد
fa_2224|حواستان باشد که قرار نیست یکهو کل زندگی تان با دوچرخه بگذرد .
fa_2225|این حرف‌ها آشنا به نظر می‌رسید
fa_2226|ما اومدیم اینجا شب‌زنده‌داری کنیم نه که بخوابیم
fa_2227|‏وقتی میری مهمونی و گوشیت شارژ نداره و پریزشون جای نا متعارفیه
fa_2228|وقتی نیاز است که یک چهره دوستانه بیابند
fa_2229|حیف نیست هوای به این خوبی دم غروب پاییز
fa_2230|وقتی هم مادرش زنگ میزنه تازه آقا لطف میکنه و میگه بچم ۶ روزه به دنیا اومده ، حتا نگفت اسمش چیه !!!
fa_2231|ما با هم خیلی مچ هستیم
fa_2232|وقتی یک سرمایه‌گذار آگاه پیدایش می‌شود
fa_2233|خاتمی بر روی تخت خوابیده و محمدی و رحمتی نگاهش می‌کنند
fa_2234|و کاشف سرزمینای دورافتاده در گروه پنجاه و چهار
fa_2235|و کاشف سرزمین‌های دورافتاده در گروه پنجاه و چهار
fa_2236|خاک خاک این گرد و خاک من رو می‌کشه
fa_2237|خانم ببخشید چند کیلویی شما
fa_2238|ما به دنبال کار کردن بیشتر در زندگی هستیم ، و همچنان کمتر و کمتر احساس قرابت می‌کنیم
fa_2239|ما بینشونم منور میزدن که تا اون بالاها میرفت و نورش پخش میشد
fa_2240|این دانشگاه چه دپارتمان هایی دارد ؟
fa_2241|این دایی بی معرفت منه چقد براش خوشحال بودیم ، چقد غصه خوردیم تا این بچش بمونه و به دنیا بیاد
fa_2242|ما تحقیقات انجام می‌دادیم
fa_2243|ما تصمیم گرفتیم شرایط برنامه‌های محبوب بر روی گوشی‌های متوسط را بخوانیم
fa_2244|خانومه کلی خوشحال شد و خیلی ذوق زده تشکر کرد !!!
fa_2245|خانومه که بچه دار شد ، به شوهرش گفت
fa_2246|خاورمیانه ، آفریقا و اسپانیا ، یک قانون اسلامی درمقابل نماز در حال مستی وجود دارد
fa_2247|ولی بزرگ شدی یادت میره
fa_2248|این دلیلی است که چرا لینوکس در دنیای سرورها مثل یک دژ میماند .
fa_2249|خب اون اول چاقو کشید
fa_2250|ماجرا رو براش تعریف کردم اون گفت : مریم اگه میدونی پسر خوبیه خب چه اشکالی داره باهاش بیشتر اشنا بشو
fa_2251|ولی ، بلیطهای باغ وحش ؟
fa_2252|خب اینم خونه فقط دکتر قول گرفته به هیچ عنوان نور به چشماتون نخوره
fa_2253|خب بچشه ، بعد هشت سال برگشته بهش بر می‌خوره
fa_2254|این دیوار‌ها رو بشکن و بیا داخل
fa_2255|ما خب شاید اهمیتی به سلامتتان ندهید
fa_2256|خب ، چرا دستمال توالت را از راه‌رو بهداشت مقعدی نمی‌خرم ؟
fa_2257|ما خوشحال هستیم که ازدواج پسرمان را اعلام کنیم .
fa_2258|خب چه معنی داره ، خواهرشوهر بره بشینه و بادوستاش گپ بزنه و عروس بیگاری کنه
fa_2259|این روشی است که بعدا آن‌ها خود را شاغل و در مهندسی علوم و یا برنامه‌های فضایی ببینند
fa_2260|ما در برهه‌ای از زمان هستیم که دنیا برای کار سریع تغییر می‌کند
fa_2261|ولی طرف خیلی زرنگه
fa_2262|، ولی کسی دلش برای ایران و ایرانى نسوخته که بخواد از اینکارا بکنه ، اونوقت دیگه کى دزدى کنه ؟؟
fa_2263|مادربزرگ می‌گه این دیگه جاشو یاد گرفته ، میاد همشونو می‌بره
fa_2264|ولی گیمپ فقط یک جعبه‌ابزار گرافیکی نیست .
fa_2265|خب مسلمه مرد جاافتاده ، دستش تا کجا تو جیبشه !
fa_2266|مادرش بردش پیش مشاور و دکتر گفته چون عزیزترین فرد زندگیش رو از دست داده ،
fa_2267|مادرش قبل سقوط هواپیما بچه را در جلیقه نجات بسته و حالا نجات پیداکرد
fa_2268|این سفارش شما است .
fa_2269|مادرشوهر : چشمت چرا خون افتاده ؟
fa_2270|این سکوتو دلم نمیاد بشکنم ، این سکوت منو مقاوم کرده ، صبورم کرده .
fa_2271|این سکو می‌تواند نمونه‌ای از پیرتیوب یا هر فناوری مناسب دیگری باشد
fa_2272|مادرشوهرشماهم یه کارایی میکنه یاحرفایی میزنه که باعث بشه پسرش و یا اطرافیان بهش مدیون بشن ؟
fa_2273|این سنت بعدها منجر به نوشتن نام سیستم‌عامل به صورت گنو لینوکس شد
fa_2274|این سنگ چیست ؟
fa_2275|ولینگتون
fa_2276|مادرمنم مسئول خرید بود
fa_2277|این شامل یک ماژول آب و هوا ، یک ماژول زیست-کره و یک مدل اقتصاد جهانی است
fa_2278|ماده رنگى با ماده‌اى ژلاتینى که معمولا زرده تخم‌مرغ است
fa_2279|این شراب چوب پنبه دارد .
fa_2280|این شوهرجان ما که یه کوچولو اخلاق داره فقط
fa_2281|خدایا امروز به کیروش و شاگرداش قدرت مضاعف بده
fa_2282|ماساژ پوست سر می‌خواهم .
fa_2283|ماستودون تنها شبکه اجتمای آزادی نیست که روی آن فعالم
fa_2284|این عدد براى نیسان ٣١ و برای ایرانخودرو ٧
fa_2285|خدایا میشه یه کاری کنی این سه ماه پائیز که انقدر برام دوست داشتنیه تلخ نشه و آرامشبخش باشه ؟؟؟
fa_2286|این عضو از بدن نیاز به مراقبت‌های ویژه دارد
fa_2287|خداییش این در شأن فینال آسیا نیست الان دیگه باید زرشک پلو با مرغ میدادن
fa_2288|این غریبه کیه از من چی می‌خواد
fa_2289|خرمگسی خود را به ان زخم چسبانیده بود که متوجه امدن من نشد
fa_2290|اینقدر که رسانه‌های غربی علیه قشر زحمتکش تعمیرکار و فنی سیاه نمایی کردن می‌ترسم درو باز کنم
fa_2291|خشکی می‌کنه حتمن باید بذارمش لای منگنه .
fa_2292|و یا بجای آن ، کنجکاوی را جایگزین داوری کنم
fa_2293|و یادداشتی از جانب شاه که این سکه‌ها مال کسی است که سنگ را از جاده کنار بزند
fa_2294|و یا در یک موجود اعضایی را از انواع حیوانات مختلف
fa_2295|و یا مسائل روانشناختی را در ادبیات مورد پژوهش قرار دهند
fa_2296|این کتاب اولین جلد از مجموعه روایت تجربه است
fa_2297|یا آدم با یه نفر هس یا با هیچ کس
fa_2298|این ماشین قفل مرکزی دارد ؟
fa_2299|یا این تعاملات روزانه‌ای که او با کارکنانش داشت ، در راهرو ، در غذاخوری یا در جلسات
fa_2300|این مجسمه مربوط به چه دوره‌ای است ؟
fa_2301|یاد بچگی‌هامون بخیر صبحونه‌هاش یه مزه دیگه داشت
fa_2302|اینم چارت جلسه‌ی جمعه
